urlid,label
5859,0.399559855039
5662,0.289206349206
1736,0.3775
9333,0.282632008009
1102,0.2
2790,0.446666666667
6598,0.91
7995,0.796666666667
4452,0.608368055556
159,0.320848055479
511,0.395
7006,0.567333333333
1123,0.945
6073,0.353099552475
7094,0.400555555556
10008,0.5179
7573,0.1725
679,0.514965053763
6809,0.100976190476
1108,0.267666666667
380,0.253095238095
204,0.3625
7075,0.428712121212
2550,0.700421283635
9785,0.682624458874
5036,0.7525
3129,0.220833333333
6495,0.864
880,0.410833333333
2360,0.42675
7839,0.3208125
350,0.447666666667
9151,0.78359965035
6650,0.577777777778
7208,0.451071428571
5840,0.197786921039
5997,0.318333333333
2103,0.908333333333
713,0.386363636364
7771,0.49075
10255,0.145
3944,0.892083333333
4250,0.3785
2833,0.13
3052,0.251785714286
7855,0.8
4152,0.351922619048
4445,0.798888888889
10036,0.465511904762
9727,0.569276960784
2234,0.2595
9632,0.849583333333
626,0.4875
1644,0.00916666666667
4859,0.805
3987,0.299166666667
5884,0.938333333333
4112,0.50475
10392,0.0
2962,0.215
21,0.346725490196
8524,0.7595
2543,0.380277777778
663,0.443888888889
2748,0.3675
3451,0.388114035088
964,0.731666666667
10560,0.6909
2428,0.282632008009
4520,0.2075
7660,0.235
6583,0.73
10390,0.161163419913
688,0.1425
7957,0.771987179487
3356,0.65
1766,0.31
9128,0.4925
2340,0.243888888889
9421,0.325
7712,0.794333333333
8200,0.233095238095
8762,0.278154761905
6446,0.619303030303
5194,0.0
960,0.387090007215
779,0.876666666667
3584,0.413879464286
3011,0.282333333333
2769,0.438833333333
1392,0.617833333333
7254,0.720833333333
9084,0.350771618507
9622,0.240357142857
3665,0.33769047619
1609,0.495357142857
6130,0.411388888889
10155,0.176
7826,0.82
8300,0.446357142857
5038,0.561666666667
7582,0.99
9561,0.3025
7430,0.985
5045,0.855683760684
10421,0.113510201589
5675,0.395833333333
4687,0.486333333333
4944,0.93
5105,0.71
148,0.13
6371,0.237717391304
8108,0.195757923916
4354,0.504460784314
6077,0.803
4292,0.494864163472
10068,0.721666666667
5821,0.36875
1042,0.742835820896
7715,0.14
9703,0.376949505603
2761,0.301153846154
7002,0.266178229465
7313,0.273333333333
9050,0.04
5518,0.395416666667
10556,0.975
1078,0.285571428571
9699,0.5625
10445,0.96
8748,0.8075
2960,0.248125
4317,0.388583333333
939,0.816634615385
8423,0.223652173913
5196,0.343541666667
8151,0.0772222222222
7199,0.97
1574,0.6775
8566,0.320494734432
7389,0.496111111111
1177,0.74
10282,0.3925
10098,0.864166666667
4512,0.305
4055,0.88
8431,0.92
4532,0.530857142857
10450,0.161143966547
5754,0.6925
1882,0.627803030303
1563,0.9
4871,0.935
8440,0.34625
3253,0.522833333333
8270,0.407703703704
4610,0.467806776557
9619,0.27625
8786,0.267222222222
2889,0.796428571429
9781,0.281206896552
5061,0.532916666667
7059,0.647333333333
2064,0.873571428571
1587,0.434786096257
1934,0.976666666667
5516,0.33125
9853,0.314166666667
7867,0.183333333333
1556,0.424583333333
5495,0.358333333333
4274,0.29
8177,0.245291666667
9491,0.558833333333
9813,0.0903922644252
2205,0.27369047619
2710,0.585
2992,0.20225
7998,0.271204365079
6428,0.48578030303
6638,0.460956349206
3035,0.48875
1578,0.556289534682
1324,0.351922619048
2316,0.7925
9326,0.275819105691
7359,0.855
7741,0.656666666667
5143,0.19175
8196,0.441952380952
630,0.1025
8481,0.925
8497,0.050625
5409,0.995
5749,0.442757575758
8219,0.681428571429
9571,0.94
4886,0.368629032258
5367,0.387481884058
1185,0.265
8291,0.393333333333
1590,0.373214285714
7698,0.385
51,0.526904761905
8784,0.0
3928,0.393204883826
5987,0.035
7008,0.857
7482,0.59
9374,0.330775859708
1296,0.745
10289,0.86
2986,0.1425
4651,0.488982142857
8594,0.5225
7469,0.282632008009
2871,0.197786921039
1903,0.880694444444
8571,0.935
4832,0.731923076923
1242,0.804964285714
7115,0.116443297101
3599,0.435
2065,0.353541666667
4529,0.468
763,0.477
6698,0.875
2002,0.833317307692
2020,0.993333333333
5229,0.51
8243,0.483975757576
6936,0.537166666667
9360,0.752916666667
4360,0.441952380952
7951,0.578833333333
6701,0.85
7574,0.724
2426,0.0
1681,0.835
7135,0.08
3688,0.22
3872,0.486321608232
558,0.148833333333
2228,0.823636363636
8170,0.447916666667
7171,0.4225
7756,0.273666666667
3609,0.229332298137
3985,0.4475
1139,0.362
3453,0.47875
7583,0.0883333333333
9788,0.910416666667
10175,0.836
6059,0.1775
104,0.197786921039
10168,0.6025
8902,0.854545454545
5343,0.910388888889
4239,0.37625
6767,0.466819487795
6269,0.0583333333333
6682,0.280994047619
9558,0.46
2416,0.468553149165
6592,0.16875
6196,0.445
2751,0.918333333333
3412,0.774047619048
8302,0.787638888889
1120,0.613513157895
8005,0.340297619048
6637,0.595
6440,0.315277777778
6679,0.735
8039,0.591130952381
5357,0.83
8844,0.716666666667
2964,0.210416666667
6040,0.238
7259,0.86
8974,0.64736061008
7439,0.215595238095
1045,0.335
7706,0.302055555556
9724,0.33412113663
3698,0.505
7339,0.79
1749,0.530625
7257,0.29
2963,0.953
7775,0.3665
10501,0.33675
4258,0.878125
7908,0.836666666667
722,0.467222222222
6519,0.629166666667
6916,0.629166666667
4456,0.697333333333
2731,0.47
917,0.68875
4107,0.405
7894,0.389166666667
2540,0.241931818182
8455,0.901666666667
10406,0.886791666667
8909,0.370226630512
5489,0.582021222956
306,0.865
3894,0.270833333333
2735,0.407553571429
4939,0.496666666667
1551,0.7275
777,0.349526315789
2160,0.83
8599,0.87
2727,0.355
6362,0.342
1417,0.97
10343,0.04
4866,0.725
2682,0.300066566399
9856,0.063
4498,0.282632008009
7450,0.05
6899,0.265952380952
5649,0.83
6086,0.320023809524
1618,0.191683333333
9926,0.194345238095
2847,0.490583333333
8099,0.885
5724,0.615
3358,0.277777777778
8136,0.369583333333
955,0.3425
8819,0.0675
5832,0.785
10413,0.759927536232
6548,0.335
8407,0.635208333333
10090,0.41125
8564,0.250931372549
808,0.77
5303,0.1125
8913,0.826333333333
9425,0.742857142857
9543,0.767222222222
1219,0.883333333333
9575,0.9
4019,0.490461038961
6223,0.726
9588,0.46
4739,0.549583333333
10492,0.680333333333
2017,0.393204883826
5524,0.935
7449,0.815269607843
5734,0.19
5456,0.213333333333
797,0.612571608947
5525,0.565833333333
8265,0.497954545455
1981,0.885
8977,0.945
6241,0.835
6021,0.805
7720,0.336666666667
8632,0.254583333333
6705,0.432225225225
2476,0.94
3510,0.65681547619
8887,0.56125
10115,0.478166666667
9061,0.329357864358
5570,0.301833333333
2763,0.859855769231
1437,0.494864163472
3448,0.323333333333
3529,0.185
3156,0.408333333333
4604,0.87185515873
6776,0.552023809524
10227,0.439870600414
1545,0.483879024337
10487,0.475
993,0.30687006237
1161,0.84
7975,0.97
1591,0.308886738232
7804,0.646333333333
5048,0.541533496732
10454,0.82225
3567,0.4925
5886,0.472
9937,0.437857142857
3931,0.79
9706,0.7705
10193,0.84
5569,0.78375
9747,0.221525476908
2217,0.792589285714
5936,0.0933333333333
3885,0.715
1086,0.26
1799,0.531916666667
9763,0.736057692308
3299,0.495476190476
8268,0.718047619048
473,0.242434782609
337,0.656333333333
9381,0.458333333333
6426,0.4425
1210,0.33
4986,0.92375
8285,0.255
2024,0.393204883826
245,0.675333333333
4807,0.579236153552
2208,0.54
9835,0.240555555556
8963,0.78
9946,0.40875
5230,0.202041666667
2788,0.298924216028
674,0.58
1629,0.87
2300,0.445
169,0.0930113636364
3575,0.644285714286
6910,0.24118953569
1479,0.218571428571
10498,0.885
8062,0.670416666667
9672,0.1325
9467,0.700421283635
6763,0.315591386501
8508,0.145166666667
1034,0.401413043478
3756,0.404291666667
9263,0.342166666667
8141,0.66375
532,0.29625
7022,0.261146561772
4024,0.318345388788
3298,0.520833333333
5641,0.308614630468
10455,0.486321608232
5206,0.8
7005,0.170526315789
8971,0.77
8358,0.526333333333
257,0.165
78,0.734375
6333,0.553333333333
7969,0.12
2505,0.460785714286
2004,0.658676892552
3748,0.473333333333
5668,0.461875
365,0.312232142857
9651,0.192803207484
2324,0.144166666667
3902,0.09
9294,0.310224358974
5377,0.885
2817,0.668333333333
7670,0.363333333333
4755,0.828875
255,0.955
2714,0.605
2922,0.250286248474
5517,0.491990079365
5157,0.512364959115
64,0.34
5300,0.494864163472
451,0.511666666667
3941,0.746801801802
326,0.493
3757,0.0883333333333
8798,0.516666666667
2315,0.826428571429
6755,0.886666666667
2916,0.777845238095
7406,0.515476190476
3703,0.637291666667
5403,0.73359375
622,0.319333333333
9,0.325349753695
5848,0.279333333333
8670,0.46
1156,0.197786921039
10179,0.456436170213
2028,0.92
3924,0.794247311828
620,0.181166666667
1963,0.416202380952
4537,0.429952380952
8970,0.188333333333
3024,0.895
6140,0.88
1866,0.3455
4442,0.875833333333
2312,0.329181818182
6749,0.545972222222
459,0.714
1516,0.51
8817,0.391240079365
4912,0.201666666667
2076,0.41152173913
10023,0.921754807692
7684,0.393859649123
3531,0.137
6209,0.68
10508,0.91
8678,0.2717689308
3541,0.378056175889
1208,0.451696428571
4090,0.856458333333
1097,0.176075084336
5099,0.881974183351
2816,0.486321608232
4291,0.282632008009
1409,0.62
6401,0.163888888889
4617,0.5925
6111,0.221
6172,0.393204883826
10357,0.0972222222222
8465,0.945
3867,0.341120218579
9495,0.765833333333
4348,0.838333333333
7879,0.491241830065
9273,0.546041666667
3252,0.334166666667
9167,0.441666666667
2573,0.212
7395,0.527333333333
9046,0.46
1526,0.509921568627
9339,0.39125
10301,0.857857142857
7588,0.74875
1104,0.197786921039
1310,0.1575
6631,0.376949505603
10475,0.486321608232
9090,0.469166666667
1528,0.47
1657,0.943958333333
1175,0.299446969697
1895,0.454375
3864,0.25586036036
4700,0.282632008009
3572,0.291825396825
10507,0.271666666667
269,0.92
5744,0.530303030303
1687,0.397222222222
3020,0.423611111111
4974,0.779166666667
5119,0.652518939394
1916,0.965
6687,0.875
2197,0.55625
8641,0.216266666667
10073,0.61
1967,0.323095238095
4999,0.379291666667
9816,0.19
734,0.9
9665,0.705166666667
5092,0.821666666667
2591,0.760416666667
9877,0.48037254902
4601,0.895
7734,0.105
7185,0.669
6405,0.367931372549
7003,0.303333333333
928,0.468906882591
6490,0.65825
1586,0.416428571429
10139,0.805
1192,0.553095238095
10526,0.468333333333
5544,0.683333333333
8779,0.251784274194
4497,0.228095238095
3059,0.85
2181,0.241764705882
2303,0.223
1190,0.785
1468,0.2585
8771,0.45625
8997,0.852307692308
6365,0.723
10355,0.408125
3478,0.562321428571
3764,0.245
3542,0.35
4941,0.2475
1840,0.404084249084
463,0.494864163472
7407,0.443333333333
7711,0.504166666667
6044,0.19
3750,0.78
10114,0.193333333333
1332,0.425
425,0.842452380952
3479,0.686
1979,0.492101244189
2994,0.501666666667
207,0.472083333333
5820,0.805
9187,0.687
5423,0.748288194444
2743,0.335164383562
2902,0.787202380952
9126,0.540333333333
7903,0.732775919732
4100,0.7
3578,0.53
6061,0.60175
5081,0.462488095238
4575,0.334742424242
6695,0.975
5960,0.308386363636
10186,0.34
6795,0.81
10022,0.120416666667
5841,0.35
7481,0.291666666667
9331,0.302142857143
400,0.9175
6907,0.281458333333
10393,0.5475
3709,0.985
4726,0.768333333333
3007,0.473583333333
4723,0.148689393939
597,0.113510201589
1810,0.975
4131,0.480714285714
4697,0.8125
8838,0.93
5956,0.144402173913
4196,0.494864163472
63,0.582
1714,0.197786921039
904,0.44
9715,0.566152073733
4,0.25880952381
5462,0.532272727273
259,0.307592592593
5418,0.43125
6849,0.245
9893,0.251560150376
10003,0.67
4976,0.329444444444
7611,0.547210451977
900,0.151151315789
3746,0.689555555556
3893,0.176538461538
2966,0.364895871392
9667,0.865
9734,0.122
8123,0.5375
8470,0.77358974359
4058,0.444978632479
4623,0.845
3782,0.221805555556
7966,0.915
6003,0.70625
2168,0.815
422,0.282632008009
6381,0.03
1136,0.865
3443,0.583083333333
2214,0.515
9973,0.974166666667
1593,0.57925
5474,0.604
812,0.935
4703,0.113510201589
4294,0.82
10021,0.743209276834
395,0.129731038622
3237,0.4575
9099,0.28
2401,0.268083333333
10371,0.479166666667
3420,0.4425
3460,0.760833333333
9088,0.728333333333
5995,0.903333333333
3084,0.705625
3595,0.215
9524,0.81
167,0.335845070423
9743,0.712083333333
6109,0.61
433,0.18225
6292,0.3475
8125,0.51075
4035,0.418333333333
2929,0.8196875
8810,0.81
4403,0.324333333333
3925,0.608916666667
1290,0.71
3689,0.7775
6709,0.215818181818
8021,0.62446969697
6237,0.820666666667
1453,0.316666666667
7340,0.155555555556
6078,0.291706862582
2369,0.28125
1781,0.133333333333
3830,0.8475
7625,0.337318181818
8150,0.3225
1680,0.555833333333
7077,0.403333333333
3360,0.355667931689
7927,0.95
244,0.36625
8107,0.941274891775
820,0.793333333333
5915,0.945
924,0.38
9207,0.282632008009
4077,0.634417706477
6052,0.735
508,0.85
8105,0.198928571429
4405,0.050625
7558,0.2225
6094,0.805
484,0.835
8927,0.4575
310,0.347505159959
8075,0.91
1094,0.338753974563
3211,0.310484848485
1700,0.787
4816,0.4225
9354,0.746666666667
8845,0.413333333333
7530,0.684166666667
1520,0.51
1087,0.819761904762
5786,0.44725
6847,0.519601190476
999,0.407008928571
5308,0.635416666667
6569,0.995
10200,0.25425
5868,0.97
1757,0.34875
4625,0.95
2955,0.7475
6187,0.85
9931,0.192555555556
4883,0.79743902439
2488,0.40858396072
156,0.54553030303
2820,0.473333333333
1311,0.292828282828
1517,0.462853658537
3640,0.42
5763,0.238404761905
6689,0.486321608232
1193,0.411984126984
8217,0.954375
10327,0.767
5042,0.258333333333
6903,0.197786921039
2068,0.471693250364
7614,0.385
8842,0.17625
2445,0.348
10276,0.197786921039
4931,0.199857142857
6842,0.494864163472
5927,0.526458822224
6207,0.306666666667
4539,0.264019047619
8721,0.144237179487
3618,0.34
2580,0.233235294118
5321,0.435
3181,0.338619258014
4742,0.439333333333
3340,0.829285714286
8310,0.895984848485
3948,0.94
2126,0.86
10436,0.416363636364
9635,0.68
9022,0.556865079365
8576,0.29
2522,0.259121212121
7341,0.677857142857
7377,0.937692307692
7636,0.4425
2536,0.743209276834
2706,0.566708385154
4814,0.256666666667
6032,0.506
2630,0.575
1857,0.545
5412,0.86875
1957,0.393204883826
9805,0.50955952381
9256,0.410416666667
1055,0.552
8439,0.4675
317,0.512
6126,0.155
9970,0.37674825784
6008,0.495833333333
2811,0.367
10214,0.335
10337,0.129886363636
6563,0.50467010117
5611,0.908333333333
6358,0.12625
8446,0.3975
974,0.221666666667
4839,0.36940353461
4806,0.60625
4597,0.255
4649,0.397400900901
7744,0.736744186047
5826,0.624
6118,0.342013888889
6785,0.816634615385
301,0.83
3192,0.925
9854,0.61
9227,0.835833333333
4768,0.217726190476
2961,0.184166666667
4564,0.205946186167
2484,0.277274313728
1606,0.317083333333
2864,0.319861111111
2884,0.24269047619
2753,0.395833333333
4366,0.783928571429
2470,0.540853658537
6369,0.417916666667
2754,0.0
2501,0.39925
8890,0.22
2093,0.676654546434
4937,0.494511695906
2850,0.336455696203
3706,0.348212365591
6645,0.95
5799,0.409052631579
4229,0.8425
4900,0.411208333333
7883,0.328333333333
4629,0.68
6459,0.79
10381,0.96
220,0.553332936822
761,0.174863338416
4264,0.92625
6633,0.839833333333
1424,0.915
7017,0.197786921039
6901,0.238739326489
7126,0.405
881,0.783333333333
6382,0.282632008009
7502,0.380456205856
1911,0.875625
3076,0.145
9281,0.53225
1534,0.751333333333
8378,0.225
4717,0.503333333333
7012,0.902628205128
9028,0.486321608232
5407,0.664166666667
274,0.615
9465,0.68375
5164,0.253333333333
937,0.486321608232
5264,0.630666666667
8051,0.394519230769
10304,0.386666666667
2403,0.372409090909
1697,0.901875
8142,0.326666666667
3734,0.31513546798
8487,0.342777777778
5123,0.782857142857
8726,0.2135
2336,0.679
7376,0.222388059701
2793,0.751875
1998,0.253666666667
319,0.6175
6783,0.538333333333
6911,0.541666666667
3078,0.94
3310,0.855
4790,0.820277777778
2712,0.462
2968,0.830833333333
7777,0.4725
10442,0.578
1654,0.777845238095
10438,0.393204883826
4509,0.262916666667
3963,0.35779393524
5043,0.293992976505
5421,0.875
6465,0.210714285714
8034,0.599166666667
806,0.415
1090,0.401833333333
1566,0.603125
10187,0.530702380952
2634,0.895
569,0.866666666667
135,0.462038690476
3732,0.72
6247,0.77
10466,0.598333333333
8429,0.660553571429
6725,0.0833333333333
6128,0.435
8496,0.163
2433,0.905
5552,0.84875
7122,0.565
376,0.253095238095
796,0.475192307692
6121,0.4075
8960,0.486321608232
5686,0.115
2213,0.460357142857
6602,0.4585
3357,0.8875
1997,0.56
691,0.426333333333
4370,0.675
9660,0.721666666667
7189,0.465208333333
6660,0.31375
2074,0.845
5375,0.915
1816,0.366266666667
9802,0.903333333333
7654,0.83
3784,0.651
9604,0.845
6397,0.846041666667
7125,0.807023809524
1460,0.875
5718,0.715
5452,0.446153846154
7064,0.811666666667
8272,0.880833333333
3620,0.197786921039
2772,0.282632008009
5150,0.389153661465
125,0.474916666667
1005,0.24619047619
616,0.6575
9056,0.135
3972,0.0831111111111
746,0.440547619048
10286,0.763333333333
723,0.49125
1283,0.48
8009,0.577040450861
8509,0.39375
8220,0.282632008009
7393,0.89875
8499,0.371797956771
3789,0.266018518519
9658,0.53
8171,0.229390756303
1985,0.5525
733,0.3825
6706,0.320833333333
6282,0.247916666667
7243,0.284583333333
3995,0.863333333333
4375,0.564444444444
1647,0.768
9306,0.89625
9272,0.223821428571
9464,0.565662805663
5340,0.0416666666667
5475,0.865
4911,0.755
9315,0.255
811,0.336968875502
6395,0.671666666667
3229,0.48162004662
2250,0.59125
8433,0.53875
10428,0.3025
10461,0.523333333333
8408,0.7725
3945,0.794825581395
863,0.494864163472
4683,0.275
1162,0.9
9132,0.495
1076,0.19
7236,0.244878245476
3218,0.65
6866,0.401333333333
4997,0.465185619936
9121,0.173410714286
8696,0.313041925466
3313,0.508026315789
1421,0.274001532879
80,0.547
8163,0.3425
4583,0.658676892552
4053,0.131666666667
8693,0.482
4139,0.376666666667
6976,0.3
3549,0.31
5534,0.318541666667
1638,0.845
6375,0.781416666667
1008,0.7875
9120,0.860119047619
8071,0.480083333333
3266,0.85233974359
10482,0.695
5288,0.295
6302,0.325695378151
2183,0.288333333333
9199,0.399607142857
5441,0.34
4418,0.500833333333
7287,0.197786921039
1532,0.845
2978,0.3925
1230,0.525857142857
6423,0.713200549451
9643,0.43025
5142,0.20039484127
9368,0.626106060606
6132,0.781666666667
9031,0.337166666667
4767,0.441952380952
844,0.10625
10296,0.51625
9045,0.53
10469,0.135
9223,0.479826086957
9340,0.37
1226,0.3525
686,0.744166666667
4037,0.59125
7620,0.296417870519
9322,0.823833333333
2943,0.0491666666667
6549,0.468605200946
8124,0.448888888889
1803,0.828333333333
8025,0.09875
368,0.311666666667
3660,0.24025974026
4943,0.3995
9143,0.26757751938
958,0.742416392183
4272,0.167386363636
200,0.393204883826
7314,0.935
7827,0.408806635792
252,0.432056307611
2242,0.375197740113
2804,0.550047852115
8802,0.275
7645,0.681451612903
7228,0.406484848485
9200,0.278333333333
4738,0.915
4513,0.895
7999,0.3475
3938,0.338619258014
8127,0.865
9265,0.1175
7353,0.773833333333
4772,0.65
4461,0.226161904762
1335,0.234107142857
9018,0.669
10460,0.8325
7956,0.281785714286
1238,0.372561423506
2552,0.56
6517,0.445833333333
5925,0.817916666667
7413,0.34369047619
3728,0.136916666667
1103,0.837785714286
3704,0.774285714286
8413,0.376666666667
4533,0.857325581395
5449,0.685
7306,0.313793650794
1401,0.99
7365,0.876666666667
8363,0.2425
3656,0.486321608232
5683,0.785972222222
1940,0.197786921039
8674,0.7175
6745,0.613833333333
4431,0.902333333333
2263,0.79
7506,0.866333333333
4059,0.706083333333
4588,0.212797619048
8692,0.7375
7258,0.818496732026
5448,0.550863636364
8865,0.166666666667
1119,0.398833333333
7642,0.500793650794
9981,0.725625
181,0.865
7528,0.593214285714
9086,0.775
4963,0.486321608232
5292,0.273
1254,0.4075
2125,0.856458333333
5601,0.6575
2758,0.85
1922,0.18
5440,0.274929487179
3001,0.82375
4011,0.585666666667
8604,0.81
2779,0.351385964912
1568,0.27
10123,0.466916666667
9053,0.595833333333
8028,0.7625
82,0.555044266191
2845,0.898333333333
10221,0.685
8598,0.282632008009
5011,0.393204883826
7401,0.197786921039
8687,0.55375
8767,0.91375
10046,0.501987044818
1920,0.527
4364,0.8
9395,0.338333333333
3602,0.3285
9038,0.603806818182
7786,0.238886178862
5106,0.5375
9337,0.112119047619
1575,0.249583333333
10291,0.865277777778
2965,0.769571428571
1478,0.01
3625,0.305
7329,0.885
4116,0.465
9136,0.5025
6870,0.910833333333
4073,0.7225
7863,0.55
7437,0.210347222222
278,0.895
1977,0.282632008009
8570,0.512666666667
6800,0.197786921039
8964,0.200583333333
7534,0.665680940228
6539,0.615
645,0.792
8223,0.6475
610,0.309916666667
1512,0.953
8340,0.6675
4524,0.437366449344
7465,0.293294134727
6313,0.26
1873,0.261666666667
1015,0.98
444,0.278333333333
4967,0.61
8988,0.525666666667
3199,0.626106060606
8020,0.594583333333
6103,0.285583333333
362,0.314717948718
7325,0.807
